CO,AB,FACID,DIS,FNAME,FSTREET,FCITY,FZIP,FSIC,COID,DISN,CHAPIS,CERR_CODE,TOGT,ROGT,COT,NOXT,SOXT,PMT,PM10T,lat,lon
10,SJV,7389,SJU,1060 FULTON MALL LLC,1058-1060 FULTON MALL,FRESNO,93721,5311,FRE,SAN JOAQUIN VALLEY APCD,,,.000429140580535002845759817871371656232214,.000377,.00561,.011603377,.0000214,.000582991803278688524590163934426229508197,.000569,36.73493,-119.7907
10,SJV,3170,SJU,21ST DIST. AGRICULTURAL ASSOC.,1121 S CHANCE AVE,FRESNO,93702,7999,FRE,SAN JOAQUIN VALLEY APCD,,,.006284,.006284,0,0,0,0,0,36.73092,-119.75055
10,SJV,7421,SJU,5TH APPELLATE COURT OF CALIFORNIA,2424 VENTURA ST,FRESNO,93721,9199,FRE,SAN JOAQUIN VALLEY APCD,,,.004519066590779738190096755833807626636312,.00397,.0344,.059542423,.0000675,.002038934426229508196721311475409836065574,.00199,36.73309,-119.7806
10,SJV,2,SJU,"A&R CUNHA FARMS, INC.",5069 W CLAYTON,FRESNO,93706,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.1822857142857142857142857142857142857143,.1276,36.63919,-119.88518
10,SJV,7627,SJU,A-PLUS SIGNS INC,4379 N BRAWLEY AVE,FRESNO,93722,3993,FRE,SAN JOAQUIN VALLEY APCD,,,.042561983471074380165289256198347107438,.0412,0,0,0,0,0,36.79965,-119.86335
10,SJV,7651,SJU,ABBY PET HOSPITAL,4508 E ASHLAN AVE,FRESNO,93726,742,FRE,SAN JOAQUIN VALLEY APCD,,,.001953813104189044038668098818474758324383,.0001819,.0225,.01371,.00001638,.000116197183098591549295774647887323943662,.0001155,36.79376,-119.74942
10,SJV,728,SJU,ACADEMY OF THE SIERRAS,42675 ROAD 44,REEDLEY,93654,8361,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.56602,-119.47654
10,SJV,2015,SJU,"ACTAGRO, LLC.",4516 N HOWARD ST,BIOLA,,2875,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.1362555555555555555555555555555555555556,.11859,36.799431,-120.023144
10,SJV,8211,SJU,ADVANCED DIAGNOSTIC TESTING CENTER,205 EAST RIVER PARK CIRCLE #160,FRESNO,93720,8011,FRE,SAN JOAQUIN VALLEY APCD,,,.000845759817871371656232214001138303927149,.000743,.00711,.01386,.00002707,.000814754098360655737704918032786885245902,.0007952,36.8545151237794,-119.786440440826
10,SJV,2187,SJU,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,93654,8062,FRE,SAN JOAQUIN VALLEY APCD,,,.000533864541832669322709163346613545816734,.000469,.006462,.01868,.00001526,.000708709016393442622950819672131147540983,.0006917,36.60822,-119.45202
10,SJV,1121,SJU,AERA ENERGY LLC,HEAVY OIL PRODUCTION,FRESNO COUNTY,,1311,FRE,SAN JOAQUIN VALLEY APCD,N,,7.3869561590909090909090909090909090909,3.25026071,2.134710376,32.346441407,5.697506417,17.37588921349666419570051890289103039288,17.355169989,36.7584114074707,-119.650382995605
10,SJV,3849,SJU,AGAPE/ELLIS LLC,4880 N FIRST ST,FRESNO,93726,4833,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.80626,-119.77147
10,SJV,2230,SJU,AGUILAR'S AUTO SALES,130 W MERCED ST,FOWLER,93625,5599,FRE,SAN JOAQUIN VALLEY APCD,,,.11165,.09835,0,0,0,.0116885416666666666666666666666666666667,.011221,36.62849,-119.68214
10,SJV,2954,SJU,AIRWAYS PUBLIC GOLF COURSE,5440 E SHIELDS AVE,FRESNO,93727,7992,FRE,SAN JOAQUIN VALLEY APCD,,,.0005908,.0005908,0,0,0,0,0,36.779340636047,-119.707055310362
10,SJV,4071,SJU,ALGONQUIN POWER SANGER LLC,1125 MUSCAT AVE,SANGER,93657,4911,FRE,SAN JOAQUIN VALLEY APCD,,,7.43436811267574949688600349116180527378,.692809462,8.351941941,5.231485713,.316828218,7.51472332636529559872898593748282041979,7.46809389,36.68413,-119.55227
10,SJV,445,SJU,ALGONQUIN POWER SANGER LLC/DYNA FIBERS,1125 MUSCAT AVE,SANGER,93657,2499,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.6135583881578947368421052631578947368421,.3730435,36.68413,-119.55227
10,SJV,1546,SJU,ALLIED WASTE SERVS OF NORTH AMERICA LLC,5501 N GOLDEN STATE BLVD,FRESNO,93722,4953,FRE,SAN JOAQUIN VALLEY APCD,,,.4117799661160525201185938161795849216433,.388885,0,0,0,.237470569117647058823529411764705882353,.161479987,36.81472,-119.88828
10,SJV,3756,SJU,ALORICA INC,"170 W SHAW AVE, SUITE B",CLOVIS,0,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.004701195219123505976095617529880478087649,.00413,.000678,.029,.0000315,.000633196721311475409836065573770491803279,.000618,36.8074,-119.71198
10,SJV,8511,SJU,ALORICA INC,5104 N BLYTHE AVE,FRESNO,93722,8741,FRE,SAN JOAQUIN VALLEY APCD,,,.000652931132612407512805919180421172453045,.0005736,.001296,.01078,.00001272,.000255737704918032786885245901639344262295,.0002496,36.81047,-119.8699
10,SJV,26,SJU,ALTA OIL COMPANY,545 E DINUBA,REEDLEY,93654,5171,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.58917,-119.44323
10,SJV,27,SJU,ALTA VISTA GIN/MURRIETA FARM,5854 S SAN DIEGO,MENDOTA,93640,724,FRE,SAN JOAQUIN VALLEY APCD,,,.004601398601398601398601398601398601398601,.00329,.01316,.0658,.005264,14.14086021505376344086021505376344086022,4.60285,36.64996,-120.44016
10,SJV,3115,SJU,AMERICAN AVENUE LANDFILL,18950 W AMERICAN AVE,KERMAN,,4953,FRE,SAN JOAQUIN VALLEY APCD,,,1.24901659154370893180783878514000111777,.625162391,.135073495,9.74068181,1.600012886,52.17158442794767471694080765834941959839,23.18338256,36.6618093117276,-120.132507143194
10,SJV,1547,SJU,AMERICAN MEDICAL SERVICES,4555 E HAMILTON,FRESNO,93771,8011,FRE,SAN JOAQUIN VALLEY APCD,,,.000591918042117245304496300512236767216847,.00052,.003474,.0001326,.0000106,.000362397540983606557377049180327868852459,.0003537,36.7250358171024,-119.747325495705
10,SJV,8232,SJU,AMERICAN METALS,2655 NORTH WEBER,FRESNO,93705,3449,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.001278745644599303135888501742160278745645,.000734,36.77449,-119.83778
10,SJV,30,SJU,AMERICAN RAISIN PACKERS,2335 CHANDLER ST,SELMA,93662,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,2.42682004482758620689655172413793103448,.703777813,36.57286,-119.61807
10,SJV,8607,SJU,AMERICAN TOWER CORPORATION,8355 MCMULLIN GRADE,FRESNO,93706,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.000535002845759817871371656232214001138304,.00047,.00235,.00893,.0000171,.000412909836065573770491803278688524590164,.000403,36.61126,-120.03942
10,SJV,8715,SJU,AMERICAN TOWER CORPORATION,12949 E. MANNING AVE.,PARLIER,93648,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.000281286283437677859988616960728514513375,.00024711,.0017298,.006682,.000012663,.000303821721311475409836065573770491803279,.00029653,36.6048900609879,-119.5562830687
10,SJV,8716,SJU,AMERICAN TOWER CORPORATION,7801 SOUTH EAST AVE.,FRESNO,93725,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.000775184974388161639157655093910073989755,.000681,.00477,.0184,.0000347,.000837090163934426229508196721311475409836,.000817,36.62239,-119.77532
10,SJV,8717,SJU,AMERICAN TOWER CORPORATION,3293 W. KAMM AVE.,CARUTHERS,93609,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.000367899829254410927717700626067159931702,.0003232,.0022595,.008714,.000016425,.000396618852459016393442622950819672131147,.0003871,36.53071,-119.84823
10,SJV,8718,SJU,AMERICAN TOWER CORPORATION,51959 W. SHIELDS AVE.,MENDOTA,93640,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.000391576550939100739897552646556630620375,.000344,.002409,.009289,.00001758,.000423565573770491803278688524590163934427,.0004134,36.773679,-120.725724
10,SJV,2108,SJU,AMERIPRIDE UNIFORM SERVICES,1050 W WHITESBRIDGE AVE,FRESNO,93706,7218,FRE,SAN JOAQUIN VALLEY APCD,,,.0961363636363636363636363636363636363635,.0423,.780400461,.580586174,.02203,.0585,.0585,36.73677,-119.82398
10,SJV,7441,SJU,"AMWARE PALLET SERVICES, LLC",3210 S EAST AVE,FRESNO,93725,2448,FRE,SAN JOAQUIN VALLEY APCD,,,.2006565014824227022448115205421431596781,.1895,0,0,0,.1013235294117647058823529411764705882353,.0689,36.687512,-119.771193
10,SJV,15,SJU,ANDERSON CLAYTON CORP - AIRWAY GIN,13045 W GALE AVE,HURON,93234,724,FRE,SAN JOAQUIN VALLEY APCD,,,.014965034965034965034965034965034965035,.0107,.0388,.193917295,.00136,19.19894009216589861751152073732718894009,6.249255,36.1814782690302,-120.031316728723
10,SJV,1385,SJU,ANDERSON CLAYTON CORP/SILVER C,43939 NORTH AVE,FIREBAUGH,93622,724,FRE,SAN JOAQUIN VALLEY APCD,,,.0281818181818181818181818181818181818182,.0124,.0413,.206500006,.0062,32.59460829493087557603686635944700460829,10.609545,36.68965,-120.58513
10,SJV,8354,SJU,ANDERSON WOODWORKING,1820 MONTEREY STREET,FRESNO,93721,2511,FRE,SAN JOAQUIN VALLEY APCD,,,.1443904958677685950413223140495867768595,.135045,0,0,0,2.18845830833333333333333333333333333333,.89509999,36.72537,-119.78384
10,SJV,859,SJU,ANGELICA HEALTHCARE SVCS GRP,422 S FRUIT AVE,FRESNO,93706,7218,FRE,SAN JOAQUIN VALLEY APCD,,,.1335227272727272727272727272727272727274,.05875,1.462700499,.875000264,.0305,.9581598972125435540069686411149825783972,.549983781,36.73808,-119.81866
10,SJV,4017,SJU,ANLIN INDUSTRIES,1665 TOLLHOUSE RD,CLOVIS,93611,3211,FRE,SAN JOAQUIN VALLEY APCD,,,.4502936824132043255549231644849174729652,.395583,.435046,15.102975,.01007975,.769699795081967213114754098360655737705,.751227,36.83225,-119.68285
10,SJV,7248,SJU,APERIO COMMUNICATIONS LLS  DBA KAIL-TV,42003 RADIO LANE,MEADOW LAKES,93602,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.0523093447905477980665950590762620837808,.00487,.00757,.00815,.00002057,.000295171026156941649899396378269617706238,.0002934,37.072168,-119.434089
10,SJV,7926,SJU,APEX ENVIROTECH INC,737 N ST,SANGER,95670,4959,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.70541,-119.55741
10,SJV,45,SJU,ARAMARK UNIFORM SERVICES,3333 N SABRE,FRESNO,93727,7218,FRE,SAN JOAQUIN VALLEY APCD,,,1.79448853857447515351558732438138308703,1.3868575,1.97644444,.935380827,.09331,.411181828,.411181828,36.78054,-119.69926
10,SJV,3540,SJU,ARCHITECTURAL WOOD DESIGN,5672 E DAYTON,FRESNO,93727,2431,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.3749996425,.149999857,36.7826,-119.6968
10,SJV,61,SJU,ARROW ELECTRIC,645 BROADWAY,FRESNO,93721,7629,FRE,SAN JOAQUIN VALLEY APCD,,,.2150371652395700491892876662415740572053,.14644,.0984,.1171,.001362,.0089,.0089,36.72967,-119.78783
10,SJV,7374,SJU,ARTISTIC POWDER COATING,3626 W GETTYSBURG AVE,FRESNO,93722,3479,FRE,SAN JOAQUIN VALLEY APCD,,,.015,.0066,.100800004,.120000005,.00342,.0096825,.00966,36.80111,-119.85768
10,SJV,3004,SJU,ASH TREE DIALYSIS,"2666 N GROVE INDUSTRIAL DR, SUITE 101",FRESNO,93727,8011,FRE,SAN JOAQUIN VALLEY APCD,,,.00008298235628912919749573136027319294251565,.0000729,.00771,.02249,.00001962,.000864754098360655737704918032786885245902,.000844,36.7744,-119.72948
10,SJV,2343,SJU,"ASLAN COLD STORAGE, LLC",1045 SIMPSON ST,KINGSBURG,93631,723,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.50862,-119.54912
10,SJV,7514,SJU,ASSOCIATED SOILS ANALYSIS INC,22012 MANNING AVE,REEDLEY,93654,4959,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.605712,-119.393638
10,SJV,8501,SJU,"ASSOCIATED SOILS ANALYSIS, INC",36509 S LASSEN,HURON,,4959,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.2031871463813,-120.103575724998
10,SJV,3407,SJU,AT&T MOBILITY,3393 N PARKWAY DR- USDI 9565,FRESNO,93722,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0107733619763694951664876476906552094522,.001003,.0194753,.00649,.00000613,.00008782696177062374245472837022132796780684,.0000873,36.78474,-119.85278
10,SJV,3408,SJU,AT&T MOBILITY,13178 S CEDAR AVE - USDI 9567,FRESNO,93725,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0171965628356605800214822771213748657358,.001601,.002138,.001601,.00001601,.00023651911468812877263581488933601609658,.0002351,36.54543,-119.75275
10,SJV,3409,SJU,AT&T MOBILITY,40990 OCKENDEN VILLAGE RD - USID 9574,SHAVER LAKE,93664,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0886143931256713211600429645542427497315,.00825,.011,.00825,.0000826,.001218309859154929577464788732394366197183,.001211,,
10,SJV,3412,SJU,AT&T MOBILITY,40811 S LASSEN AVE- USID 9570,HURON,93234,4813,FRE,SAN JOAQUIN VALLEY APCD,,,.005192266380236305048335123523093447905478,.0004834,.0006438,.0004834,.000004834,.00007129778672032193158953722334004024144869,.00007087,40.6735610961914,-120.594299316406
10,SJV,3427,SJU,AT&T MOBILITY,13449 E TULARE- USID 9612,SANGER,93657,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0187056928034371643394199785177228786251,.0017415,.0027045,.0020284,.000007355,.00010613682092555331991951710261569416499,.0001055,36.74105,-119.54848
10,SJV,3428,SJU,AT&T MOBILITY,FRESNO COALINGA RD & W. PALMER AVE - USID 9598,COALINGA,93210,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0211600429645542427497314715359828141783,.00197,.003062,.002495,.00000831,.00011931589537223340040241448692152917505,.0001186,36.137451171875,-120.362480163574
10,SJV,3429,SJU,AT&T MOBILITY,1473 S LYON - USID 9582,MENDOTA,93640,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0117379162191192266380236305048335123523,.0010928,.001457,.0010928,.000010928,.000161247484909456740442655935613682092555,.00016028,45.759391784668,4.82897996902466
10,SJV,3432,SJU,AT&T MOBILITY,1688 S MADERA AVE - USID 9616,KERMAN,93630,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.007132116004296455424274973147153598281418,.000664,.0089,.00297,.0000028,.00004014084507042253521126760563380281690141,.0000399,30.2766304016113,57.0636291503906
10,SJV,6864,SJU,AT&T MOBILITY,INSPIRATION POINT - USID 9626,BIG CREEK,,4812,FRE,SAN JOAQUIN VALLEY APCD,,,.0139097744360902255639097744360902255639,.001295,.001729,.001295,.00001295,.000190744466800804828973843058350100603622,.0001896,44.7252807617188,-110.470283508301
10,SJV,4048,SJU,B P PRECISION,3385 S CHESTNUT,FRESNO,93725,3499,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.00006916376306620209059233449477351916376307,.0000397,36.68565,-119.73744
10,SJV,72,SJU,"BAKER COMMODITIES, INC",16801 W JENSEN AVE,KERMAN,93630,2077,FRE,SAN JOAQUIN VALLEY APCD,,,2.29793906296016014061126843081730299777,1.012941785,21.31935325,16.070055628,6.607591922,10.56737355123512503592986490370796205806,8.863726343,36.70376,-120.09453
10,SJV,3431,SJU,BAKER MANOCK & JENSEN PC,5260 N PALM,FRESNO,93704,8111,FRE,SAN JOAQUIN VALLEY APCD,,,.000264086511098463289698349459305634604439,.000232,.00116,.0335,.0000197,.000515368852459016393442622950819672131148,.000503,36.81284,-119.80536
10,SJV,4258,SJU,BAKMAN WATER CO,5478 E OLIVE AVE (WELL 15A),FRESNO,93727,4941,FRE,SAN JOAQUIN VALLEY APCD,,,.006033010813887307911212293682413204325555,.0053,.00243,.0212,.000031,.00043442622950819672131147540983606557377,.000424,36.757,-119.7052
10,SJV,7104,SJU,BAKMAN WATER COMPANY,5919 E PLATT,FRESNO,,9511,FRE,SAN JOAQUIN VALLEY APCD,,,.001137062937062937062937062937062937062937,.000813,.000363,.00247,.0000037,.0000652,.0000652,36.74327,-119.68594
10,SJV,8505,SJU,BALTARA ENTERPRISES LP,377 W SPRUCE,CLOVIS,93611,9111,FRE,SAN JOAQUIN VALLEY APCD,,,.000136596471257825839499146272054638588503,.00012,.000918,.0207,.0000204,.0000981557377049180327868852459016393442623,.0000958,36.84082,-119.71717
10,SJV,132,SJU,BASALITE CONCRETE PRODUCTS LLC,1201 GOLDEN STATE BLVD,SELMA,93662,3273,FRE,SAN JOAQUIN VALLEY APCD,,,.065,.0286,.199681602,.196443521,.00324,8.70784201469247467438494934876989869754,3.494671871,36.5605357830178,-119.605826636825
10,SJV,1042,SJU,BATTH DEHYDRATOR LLC,4624 W NEBRASKA AVE,CARUTHERS,93609,723,FRE,SAN JOAQUIN VALLEY APCD,,,.3040529590909090909090909090909090909091,.133783302,9.441278763,2.388987541,1.101685506,.6035336947368421052631578947368421052632,.57335701,36.56256,-119.87424
10,SJV,2304,SJU,BAYER CROP SCIENCE,266 S MONROE,FRESNO,93706,2879,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.73154,-119.94097
10,SJV,1607,SJU,BEAR COMMUNICATIONS,30787 BEAR MOUNTAIN RD,SQUAW VALLEY,0,3669,FRE,SAN JOAQUIN VALLEY APCD,,,.000840068298235628912919749573136027319294,.000738,.00235,.0108,.00000488,.000789959016393442622950819672131147540984,.000771,36.7415218318918,-119.251141084729
10,SJV,1544,SJU,BEAUTIWOOD FURNITURE,7183 N ABBY,PINEDALE,0,2599,FRE,SAN JOAQUIN VALLEY APCD,,,.7344809138077085980516730199068191444303,.675675,0,0,0,0,0,36.840693,-119.789526
10,SJV,3463,SJU,BEEF PACKERS,3115 S FIG ST,FRESNO,93706,2099,FRE,SAN JOAQUIN VALLEY APCD,,,.450147848565776852629442270876533824741,.2404,1.130700863,.70409917,.179105979,.2848252486229508196721311475409836065574,.284791806,36.6905302550521,-119.799862391242
10,SJV,2900,SJU,BEHLO OIL CORP DBA KINGSBURG CHEVRON,800 SIERRA ST,KINGSBURG,93631,5172,FRE,SAN JOAQUIN VALLEY APCD,,,.510260696,.510260696,0,0,0,0,0,36.51757,-119.55961
10,SJV,3082,SJU,"BEL MAR VILLA, LLC",2020 N WEBER,FRESNO,93722,8059,FRE,SAN JOAQUIN VALLEY APCD,,,.0122448979591836734693877551020408163265,.00114,.001777,.001914,.000004828,.0000693158953722334004024144869215291750503,.0000689,36.769347,-119.832664
10,SJV,110,SJU,BELMONT BOATS,2006 W BELMONT AVE,FRESNO,93728,3732,FRE,SAN JOAQUIN VALLEY APCD,,,.005774841110793014600629831090752934440309,.00483,0,0,0,0,0,36.7504,-119.83451
10,SJV,111,SJU,BELMONT MEMORIAL PARK,201 N TEILMAN,FRESNO,93706,7261,FRE,SAN JOAQUIN VALLEY APCD,,,.7097530887573964497041420118343195266272,.123013,.397875004,.119325,.0994875,.92837501,.278512503,36.74481,-119.82233
10,SJV,119,SJU,BETTS COMPANY,2867 S MAPLE AVE,FRESNO,93725,3495,FRE,SAN JOAQUIN VALLEY APCD,,,2.52846791942148760330578512396694214876,2.31603043,1.422856995,.990823899,.057315,.7693482887934527185803419495988979823354,.4961221,36.69672,-119.74448
10,SJV,996,SJU,BIMBO BAKERIES USA INC,160 'L' ST,FRESNO,93721,2051,FRE,SAN JOAQUIN VALLEY APCD,,,.150462002,.141362002,.187739991,.22349999,.00134,.077785517241379310344827586206896551724,.0346278,36.72723,-119.77869
10,SJV,2124,SJU,BIOLA COMMUNITY SERVICES DIST,HOWARD & GETTYSBURG,BIOLA,93606,9532,FRE,SAN JOAQUIN VALLEY APCD,,,.008992601024473534433693796243597040409789,.0079,.0178,.106629649,.0000503,.002530737704918032786885245901639344262295,.00247,39.830249786377,-77.2311172485352
10,SJV,5972,SJU,BIOLA COMMUNITY SERVICES DIST,3RD ST AND F ST,BIOLA,,9532,FRE,SAN JOAQUIN VALLEY APCD,,,.000792259533295389869095048377916903813318,.000696,.00191,.0196,.0000187,.00055942622950819672131147540983606557377,.000546,38.58454,-121.51078
10,SJV,1955,SJU,BIOLA COMMUNITY SERVICES DIST.,SHAW AVE 600' WEST OF BIOLA,BIOLA,93606,9199,FRE,SAN JOAQUIN VALLEY APCD,,,.000268639726807057484348321001707455890723,.000236,.000749,.00344,.00000156,.00025204918032786885245901639344262295082,.000246,36.80773,-120.00656
10,SJV,130,SJU,BLAST TECH,1451 N WHITNEY AVE,FRESNO,93703,3471,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.029604186046511627906976744186046511628,.0254596,36.76235,-119.73929
10,SJV,3865,SJU,"BOGHOSIAN RAISIN PACKING COMPANY, INC.",726 S 8TH ST,FOWLER,93625,723,FRE,SAN JOAQUIN VALLEY APCD,,,.004871940808195788275469550369948776323278,.00428,.00364,.0296,.0000218,.000482581967213114754098360655737704918033,.000471,38.1259519303476,-104.027220511724
10,SJV,2201,SJU,"BORGA, INC",300 W PEACH ST,FOWLER,93625,3479,FRE,SAN JOAQUIN VALLEY APCD,,,1.14928141838842975206611570247933884298,1.125941253,0,0,0,.7672500020833333333333333333333333333333,.736560002,36.62312,-119.67896
10,SJV,4246,SJU,BPB FOODS INC,4111 W SWIFT,FRESNO,93722,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.004571428571428571428571428571428571428571,.0016,.00606,.0142,.000432,.0063,.0063,36.79397,-119.86356
10,SJV,8287,SJU,"BRANDT CONSOLIDATED, INC",3744 E WAWONA AVE,FRESNO,93745,2879,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.1026666666666666666666666666666666666667,.0924,36.68293,-119.72077
10,SJV,3951,SJU,"BRANDT CONSOLIDATED, INC.",3594 E WAWONA ST,FRESNO,93745,2879,FRE,SAN JOAQUIN VALLEY APCD,,,.149744259,.149744259,0,0,0,.0172111111111111111111111111111111111111,.01549,36.68288,-119.72524
10,SJV,494,SJU,BRITZ GIN PARTNERSHIP II,25500 W MT WHITNEY,FIVE POINTS,93624,724,FRE,SAN JOAQUIN VALLEY APCD,,,.1813636363636363636363636363636363636364,.0798,.265890007,1.329450035,.0399,41.23487557603686635944700460829493087558,13.421952,36.4289837393205,-120.256693619787
10,SJV,149,SJU,BROADVIEW COOP GIN,40109 W BULLARD AVE,FIREBAUGH,93622,724,FRE,SAN JOAQUIN VALLEY APCD,N,,.000676923076923076923076923076923076923077,.000484,.00194,.00968,.000775,10.74789554531490015360983102918586789555,3.49844,36.819473,-120.5133
10,SJV,146,SJU,BROWNING FERRIS INDUSTRIES,12825 S CHESTNUT,FRESNO,93725,4953,FRE,SAN JOAQUIN VALLEY APCD,,,.0604036363636363636363636363636363636364,.0302026,1.008664558,1.408204978,.342921745,.0000026,.0000026,36.54927,-119.74045
10,SJV,150,SJU,BROWNING FERRIS INDUSTRIES,8662 W MUSCAT AVE,FRESNO,93710,4953,FRE,SAN JOAQUIN VALLEY APCD,,,4.22702157772027972027972027972027972028,2.113511709,8.528934397,3.648177584,1.211847328,16.90456734263157894736842105263157894737,3.211869164,36.68793,-119.94582
10,SJV,1611,SJU,BUILDERS CONCRETE,17041 E KINGS CANYON RD,SANGER,93657,3273,FRE,SAN JOAQUIN VALLEY APCD,,,.0697859393939393939393939393939393939394,.055270464,0,0,0,1.4524585325,.582488413,36.7321356703145,-119.482385465651
10,SJV,1613,SJU,BUILDERS CONCRETE,1640 TOLLHOUSE RD,CLOVIS,93612,3271,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.124026125,.04961045,36.830675683961,-119.684523077346
10,SJV,171,SJU,BUILDERS CONCRETE INC,11099 OLD FRIANT RD,FRESNO,93730,3271,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,0,0,36.90068,-119.76495
10,SJV,172,SJU,"BUILDERS CONCRETE, INC.",3664 W ASHLAN AVE,FRESNO,93722,3273,FRE,SAN JOAQUIN VALLEY APCD,,,0,0,0,0,0,.55900966,.223603864,36.79472,-119.85941
10,SJV,3715,SJU,BUREAU OF RECLAMATION,1243 N ST,FRESNO,93721,9511,FRE,SAN JOAQUIN VALLEY APCD,,,.016326530612244897959183673469387755102,.00152,.0205,.0126,.0000114,.00008058350100603621730382293762575452716298,.0000801,36.73925,-119.78929
10,SJV,4102,SJU,BURGER KING #10325/ I DOUBLE ON NINE INC,481 E SHAW AVE,FRESNO,93710,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.00238,.000833,.00773,.0346,.00107,.00589,.00589,36.8081,-119.77932
10,SJV,4103,SJU,BURGER KING #10518/ I DOUBLE ON NINE INC,4087 W CLINTON,FRESNO,93722,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0250571428571428571428571428571428571429,.00877,.0077,.0345,.00106,.0345,.0345,36.77155,-119.86427
10,SJV,4104,SJU,BURGER KING #10837/ I DOUBLE ON NINE INC,575 N CLOVIS AVE,FRESNO,93727,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0276857142857142857142857142857142857143,.00969,.0077,.0344886,.00106,.0382,.0382,36.75135,-119.70091
10,SJV,4105,SJU,BURGER KING #11981/ I DOUBLE ON NINE INC,2567 S CLOVIS AVE,FRESNO,93727,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0154857142857142857142857142857142857143,.00542,.0077,.0344886,.00106,.0213,.0213,36.70839,-119.69899
10,SJV,4106,SJU,BURGER KING #12426/ I DOUBLE ON NINE INC,14890 WHITESBRIDGE RD,KERMAN,93630,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0184857142857142857142857142857142857143,.00647,.0077,.0344886,.00106,.0255,.0255,36.73524,-120.05884
10,SJV,4107,SJU,BURGER KING #12875/ I DOUBLE ON NINE INC,1233 FRESNO ST,FRESNO,93706,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0308571428571428571428571428571428571429,.0108,.0077,.0345,.00106,.0427,.0427,36.73077,-119.80018
10,SJV,7759,SJU,BURGER KING #17156/ I DOUBLE ON NINE INC,1886 VILLA AVE,CLOVIS,93612,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.036,.0126,.0077,.0345,.00106,.0497,.0497,36.80999,-119.71407
10,SJV,4097,SJU,BURGER KING #6449/ I DOUBLE ON NINE INC,7012 N CEDAR AVE,FRESNO,93720,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0017,.000595,.00773,.0346,.00107,.0042,.0042,36.83833,-119.7536
10,SJV,4098,SJU,BURGER KING #7705/I DOUBLE ON NINE INC,3200 FLORAL AVE,SELMA,93662,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.00236,.000826,.00773,.0346,.00107,.003254329,.003254329,36.576798,-119.632839
10,SJV,4100,SJU,BURGER KING #7742/ I DOUBLE ON NINE INC,820 HERNDON AVE,CLOVIS,93612,5812,FRE,SAN JOAQUIN VALLEY APCD,,,.0203714285714285714285714285714285714286,.00713,.00769,.034441735,.00106,.0281,.0281,36.8368,-119.6995
